Nilai Pasar Agunan,DBR,plafon,Collateral Coverage,tenor,usia,jenis_pinjaman,alamat_kota,Penilaian Rekening Koran,tujuan_penggunaan,gaji(Penghasilan),pendidikan,sandi_pengikatan,Riwayat Slik,jenis_usaha,Restruktur,risk_score
55700000.0,21.370000000000005,15000000.0,3.713333333333333,36.0,43.0,3,1,0,2,1,1,2,2,3,1,2
238000000.0,42.0,9999999.999999983,23.8,24.0,55.0,3,11,1,1,1,1,3,5,1,0,5
10625000.0,12.43,8499999.999999985,1.2499999999999996,24.0,48.0,3,1,0,2,1,1,1,2,3,0,6
10200000.0,58.56,7999999.999999985,1.275,12.0,30.0,3,1,2,2,1,1,1,0,6,1,2
60000000.0,10.72,9999999.999999983,6.0,17.0,48.0,3,1,0,2,1,1,2,2,0,1,6
238000000.0,23.6,25000000.00000001,9.52,36.0,25.0,3,1,2,1,1,1,2,5,0,1,2
69600000.0,50.81,20000000.0,3.48,11.0,56.0,3,1,0,2,1,1,2,5,3,1,5
7012500.0,18.62,4500000.0,1.5583333333333336,12.0,39.0,3,1,0,2,1,1,1,2,3,0,6
7000000.0,33.89,5000000.0,1.4,12.0,44.0,3,1,0,2,1,1,1,2,3,0,6
6000000.0,1.5300000000000011,4000000.0,1.5,6.0,49.0,9,11,0,1,1,1,1,2,6,1,2
9000000.0,12.740000000000002,5000000.0,1.7999999999999998,18.0,39.0,3,1,0,2,1,1,1,2,0,1,6
92460000.0,29.76,35000000.0,2.641714285714286,36.0,57.0,3,1,0,2,1,1,2,2,3,0,2
241308000.0,9.920000000000002,50000000.0,4.82616,36.0,39.0,3,0,0,2,1,2,2,0,6,0,2
68760000.0,15.009999999999998,20000000.0,3.438,36.0,31.0,3,1,0,2,1,1,2,5,6,0,5
238000000.0,26.06,30000000.0,7.933333333333334,36.0,43.0,3,1,0,2,1,1,2,2,3,0,6
238000000.0,23.0,20000000.0,11.9,36.0,22.0,3,1,0,2,1,1,2,5,6,0,5
206672000.0,46.03,15000000.0,13.77813333333333,36.0,28.0,3,1,2,2,1,2,5,2,0,0,2
238000000.0,50.4,49000000.0,4.857142857142857,36.0,47.0,3,11,0,1,1,1,5,2,3,1,6
10000000.0,22.78,6500000.0,1.5384615384615383,18.0,31.0,3,1,0,2,1,1,3,0,3,0,6
64200000.0,39.96,30000000.0,2.14,36.0,58.0,3,1,0,2,1,1,2,0,3,0,2
238000000.0,38.5,50000000.0,4.76,36.0,39.0,3,1,0,2,1,1,2,1,6,0,2
18000000.0,18.9,12000000.000000017,1.5,12.0,35.0,3,1,0,2,1,1,3,2,3,0,6
238000000.0,31.73,50000000.0,4.76,36.0,31.0,3,11,2,2,1,1,3,4,3,0,6
37500000.0,27.36,20000000.0,1.875,24.0,47.0,3,1,2,1,1,1,3,5,6,0,2
13500000.0,35.76,7000000.0,1.9285714285714288,18.0,44.0,3,1,0,1,1,1,3,2,3,0,2
46360000.0,17.67,9999999.999999983,4.636,24.0,55.0,3,1,0,2,1,1,2,5,6,0,5
3828600000.0,57.64,1000000000.0,3.8286,60.0,55.0,3,1,2,2,1,3,2,0,6,0,3
80000000.0,65.95,40000000.0,2.0,36.0,23.0,3,15,2,2,1,1,1,1,0,0,2
436566667.0,17.51,45000000.0,9.70148148888889,36.0,40.0,3,15,3,1,1,1,2,2,3,0,2
11998000.0,27.19,5000000.0,2.3996,12.0,44.0,3,1,2,1,1,1,3,1,3,0,2
202400000.0,31.4,40000000.0,5.06,36.0,54.0,3,1,2,1,1,1,2,2,3,0,2
151772917.0,56.53,70000000.0,2.1681845285714285,36.0,49.0,3,1,3,1,1,1,2,2,3,0,2
238605667.0,38.88,50000000.0,4.77211334,36.0,44.0,3,1,0,1,1,1,2,2,6,0,6
95781333.0,29.38,25000000.00000001,3.83125332,24.0,47.0,3,1,0,1,1,1,2,2,3,0,2
12350000.0,41.03,15000000.0,0.8233333333333333,18.0,43.0,3,11,2,2,1,1,3,2,0,0,2
20000000.0,25.96,20000000.0,1.0000000000000004,24.0,41.0,3,1,0,2,1,1,3,2,3,0,2
202208333.0,51.86,15000000.0,13.480555533333334,24.0,56.0,3,1,0,2,1,2,5,2,3,0,2
82600000.0,41.19,20000000.0,4.13,36.0,49.0,3,1,0,2,1,1,5,1,3,0,6
18900000.00000012,24.0,12000000.000000017,1.5750000000000006,24.0,43.0,3,1,2,2,1,1,3,5,3,0,2
9750000.0,6.609999999999999,6000000.0,1.625,12.0,38.0,3,1,0,2,1,3,3,2,0,0,2
238000000.0,42.0,9999999.999999983,23.8,36.0,54.0,3,1,1,2,1,1,2,5,3,0,2
98000000.0,23.1,50000000.0,1.96,36.0,39.0,3,1,0,2,1,1,1,1,3,0,2
112000000.0,50.26,25000000.00000001,4.48,30.0,42.0,3,1,0,2,1,1,3,2,3,0,2
464100000.0,28.14,350000000.0,1.326,60.0,42.0,3,14,2,2,1,1,2,1,3,0,3
122844000.0,30.21,50000000.0,2.45688,36.0,57.0,3,17,0,2,1,1,2,0,6,0,6
1200000000.0,25.06,500000000.0,2.4,6.0,51.0,9,20,9,2,1,4,2,2,3,1,1
882812500.0,81.32,549999999.9999999,1.6051136363636362,24.0,35.0,3,12,6,2,1,3,2,2,3,0,1
109500000.0,37.68,50000000.0,2.19,24.0,37.0,3,1,3,2,1,1,2,2,0,0,2
100000000.0,75.5,50000000.0,2.0,12.0,36.0,3,8,0,2,1,1,1,2,3,0,6
105000000.0,51.3,65000000.0,1.6153846153846154,3.0,64.0,9,1,2,1,1,3,1,0,6,1,2
82000000.0,49.4,30000000.0,2.7333333333333334,36.0,38.0,3,1,2,1,1,1,3,2,6,0,2
22000000.0,67.36,14000000.0,1.5714285714285716,12.0,59.0,3,1,0,1,1,1,3,2,3,0,2
178000000.0,45.59,45000000.0,3.955555555555556,12.0,44.0,3,0,0,1,1,1,1,2,3,0,2
926416000.0,3.0,50000000.0,18.52832,6.0,34.0,9,21,3,2,1,2,2,1,6,0,3
158560000.0,46.15,50000000.0,3.1712,36.0,42.0,3,15,3,2,1,1,2,2,3,0,2
155778000.0,23.12,50000000.0,3.1155600000000003,36.0,35.0,3,1,2,1,1,1,2,3,3,0,2
4290000000.0,67.42,1250000000.0,3.432,120.0,44.0,3,25,4,2,1,1,2,2,3,0,3
24000000.0,21.26,15000000.0,1.5999999999999996,18.0,44.0,3,1,0,1,1,1,3,2,3,0,2
84555000.0,23.67,20000000.0,4.22775,24.0,38.0,3,1,2,1,1,1,2,2,3,0,2
162000000.0,42.97,65000000.0,2.4923076923076923,36.0,37.0,3,21,4,2,1,4,2,1,3,0,4
139260000.0,31.19,50000000.0,2.7852,36.0,60.0,13,11,0,2,1,1,2,5,6,0,5
55628000.0,29.48,9999999.999999983,5.5628,24.0,55.0,13,15,2,1,1,1,5,2,0,0,2
75296000.0,31.03,40000000.0,1.8824,36.0,43.0,13,1,0,1,2,1,2,1,0,0,3
19850000.0,61.85,15000000.0,1.3233333333333328,18.0,44.0,3,11,2,2,1,1,3,2,0,0,2
688000000.0,67.81,100000000.0,6.88,60.0,49.0,14,1,9,2,1,3,2,1,0,0,1
178000000.0,69.77,60000000.0,2.966666666666667,12.0,44.0,4,0,0,2,1,1,1,2,6,0,2
147180000.0,55.22,70000000.0,2.1025714285714288,36.0,44.0,14,1,2,1,2,2,2,1,6,0,3
226200000.0,37.72,20000000.0,11.31,24.0,57.0,6,1,0,2,1,3,5,1,3,0,2
150800000.0,47.46,70000000.0,2.1542857142857144,36.0,40.0,14,1,2,2,2,3,2,1,0,0,1
93000000.0,70.02,55000000.0,1.690909090909091,48.0,28.0,2,17,9,2,3,3,1,2,0,0,1
2609000000.0,48.29,599999999.9999999,4.348333333333334,60.0,44.0,14,5,9,1,1,3,3,3,0,1,1
110730000.0,59.33,70000000.0,1.5818571428571433,60.0,34.0,14,15,8,1,1,1,2,2,0,0,1
2705000000.0,38.0,325000000.0,8.323076923076924,36.0,55.0,0,21,6,2,2,3,2,1,0,0,3
12345666700.0,94.36,500000000.0,24.6913334,60.0,25.0,1,2,8,2,6,0,2,2,3,0,3
170280000.0,9.22,11000000.000000017,15.48,24.0,60.0,1,17,2,2,2,1,5,1,3,0,3
384000000.0,42.0,97000000.0,3.9587628865979374,36.0,33.0,12,18,2,1,2,1,2,0,0,0,1
338970000.0,45.08,30000000.0,11.299,12.0,58.0,6,18,0,2,1,1,5,1,6,0,2
1225000000.0,49.0,190000000.0,6.447368421052632,60.0,52.0,12,21,4,1,3,3,2,3,0,0,1
269000000.0,46.0,124000000.0,2.169354838709677,36.0,43.0,12,1,9,1,2,1,2,1,0,0,1
100000000.0,70.55,35000000.0,2.8571428571428568,36.0,50.0,14,17,2,1,3,3,5,2,0,0,1
156000000.0,55.13,75000000.0,2.08,60.0,26.0,14,15,2,1,2,2,2,2,0,0,1
150000000.0,24.23,75000000.0,2.0,36.0,29.0,14,11,2,1,1,1,2,5,3,0,5
101000000.0,52.42,67450000.0,1.497405485544848,6.0,65.0,9,1,2,1,1,3,1,0,6,0,4
322200000.0,60.98,75000000.0,4.296,36.0,25.0,4,11,2,2,2,1,2,1,6,0,4
23600000.0,49.63,15000000.0,1.5733333333333333,12.0,45.0,6,1,3,2,1,1,3,0,3,0,2
227000000.0,68.0,130000000.0,1.7461538461538462,60.0,43.0,12,0,2,1,2,2,2,0,0,0,1
125268000.0,33.94,77000000.0,1.6268571428571428,36.0,42.0,14,20,4,1,2,3,2,1,0,0,1
385000000.0,50.05,46000000.0,8.369565217391305,22.0,49.0,14,21,2,1,2,1,2,2,6,0,1
233340000.0,46.66,115300000.0,2.0237640936686905,42.0,51.0,14,1,3,1,1,3,2,4,3,0,2
39500000.0,29.59,5000000.0,7.9,4.0,67.0,14,17,2,1,1,5,3,2,0,0,2
620000000.0,34.83,55000000.0,11.272727272727272,20.0,30.0,14,1,2,1,2,2,2,2,6,0,1
180000000.0,53.01,100000000.0,1.7999999999999998,18.0,33.0,6,21,4,2,2,3,2,1,3,0,1
648000000.0,43.0,200000000.0,3.24,60.0,48.0,12,25,2,1,2,3,2,2,0,0,1
746000000.0,55.0,162000000.0,4.604938271604938,60.0,31.0,12,26,2,1,2,2,2,3,0,0,1
623000000.0,48.0,250000000.0,2.492,60.0,36.0,12,20,2,1,2,3,2,0,0,0,1
865000000.0,43.5,319000000.0,2.7115987460815045,60.0,36.0,0,18,4,2,2,1,2,1,3,0,1
123000000.00000006,8.089999999999996,60000000.0,2.05,3.0,43.0,8,21,2,2,1,4,3,1,0,0,2
535000000.0,38.95,138650000.0,3.858636855391273,54.0,55.0,14,1,2,1,2,1,2,1,6,0,1
539000000.0,37.33,200000000.0,2.695,36.0,47.0,14,1,9,1,1,1,2,1,0,0,1
18000000.0,38.26,9999999.999999983,1.7999999999999998,12.0,53.0,14,21,8,1,1,1,3,2,6,0,1
519000000.0,44.0,139000000.0,3.733812949640288,60.0,36.0,12,26,8,1,2,3,2,0,0,0,1
341000000.0,34.22,170000000.0,2.0058823529411764,36.0,24.0,12,20,2,1,4,3,2,3,0,0,1
708000000.0,46.0,250000000.0,2.832,60.0,41.0,0,15,0,2,4,1,2,3,3,0,1
989000000.0,25.0,110000000.0,8.99090909090909,60.0,41.0,12,20,2,1,4,3,2,4,0,0,1
350000000.0,49.0,150000000.0,2.333333333333333,60.0,33.0,12,0,2,1,3,3,2,0,3,0,1
988000000.0,43.5,83500000.0,11.832335329341316,29.0,44.0,12,25,2,1,4,2,2,3,3,0,1
1618000000.0,40.0,810000000.0,1.997530864197531,36.0,41.0,0,12,4,2,6,2,2,2,6,0,3
238000000.0,54.0,115000000.0,2.0695652173913044,48.0,34.0,12,18,2,1,4,3,2,1,0,0,1
213000000.0,38.69,85000000.0,2.5058823529411764,48.0,31.0,12,0,0,1,3,4,2,3,0,0,1
447000000.0,49.18,163000000.0,2.7423312883435584,60.0,32.0,12,18,2,1,3,3,2,0,0,0,1
914000000.0,183.0,230000000.0,3.973913043478261,60.0,53.0,12,0,2,1,4,2,2,1,3,0,1
232000000.0,114.0,121000000.0,1.9173553719008265,36.0,34.0,12,12,8,1,5,3,2,0,0,0,1
391000000.0,37.0,87000000.0,4.494252873563219,36.0,33.0,12,25,2,1,1,3,2,2,0,0,2
495000000.0,138.0,198000000.0,2.5,36.0,41.0,12,1,2,1,4,3,2,1,0,0,1
415000000.0,80.0,200000000.0,2.075,60.0,46.0,12,18,2,1,4,3,2,2,0,0,1
240000000.0,33.79,114000000.0,2.1052631578947367,65.0,49.0,14,1,2,1,2,1,2,4,0,0,1
607000000.0,58.0,247000000.0,2.45748987854251,60.0,30.0,12,22,2,1,5,1,2,0,3,0,3
236875000.0,42.0,135000000.0,1.7546296296296298,72.0,47.0,14,17,9,1,2,1,2,0,0,0,1
262000000.0,45.0,130000000.0,2.015384615384616,60.0,53.0,12,0,2,1,4,3,2,0,0,0,1
645000000.0,34.0,220000000.0,2.9318181818181817,24.0,47.0,12,25,2,1,5,3,2,1,0,0,1
356000000.0,35.0,120000000.0,2.966666666666667,48.0,33.0,0,21,2,2,3,2,2,2,0,0,1
217600000.0,60.91,15000000.0,14.506666666666664,18.0,52.0,14,21,9,1,2,3,5,2,0,0,3
277000000.0,40.0,130000000.0,2.1307692307692307,60.0,44.0,12,14,2,1,2,2,2,2,0,0,1
90000000.0,46.91,42000000.0,2.142857142857143,18.0,40.0,14,1,2,1,3,3,2,3,3,0,1
1118000000.0,50.0,288000000.0,3.8819444444444446,36.0,57.0,12,17,2,1,4,3,2,0,0,0,1
238000000.0,42.0,65000000.0,3.661538461538461,12.0,54.0,9,14,1,2,1,2,3,1,1,0,2
494100000.0,35.0,215000000.0,2.298139534883721,48.0,61.0,12,26,0,2,4,1,2,5,0,0,1
22000000.0,42.38,11000000.000000017,2.0,24.0,28.0,14,21,2,1,1,2,3,2,0,0,2
288000000.0,30.0,100000000.0,2.88,36.0,54.0,0,14,8,2,4,1,2,1,6,0,1
689000000.0,37.0,275000000.0,2.5054545454545454,60.0,57.0,12,17,4,1,4,1,2,1,3,0,1
177000000.0,18.000000000000004,60000000.0,2.95,36.0,46.0,12,12,0,1,4,3,2,3,0,0,1
160506000.0,45.72,24000000.00000001,6.68775,11.0,55.0,14,17,2,1,3,1,5,1,3,0,1
297000000.0,45.0,135000000.0,2.2,60.0,41.0,12,21,2,1,3,1,2,2,0,0,1
207000000.0,36.0,100000000.0,2.07,60.0,40.0,0,1,2,2,5,3,2,1,2,0,1
698000000.0,37.0,340000000.0,2.052941176470588,36.0,25.0,0,21,2,2,5,3,2,5,3,0,1
308000000.0,38.0,70000000.0,4.4,36.0,22.0,0,12,2,2,2,1,2,2,0,0,1
700000000.0,65.07,133000000.0,5.2631578947368425,48.0,51.0,14,1,4,1,3,3,2,2,0,0,1
1171000000.0,28.0,300000000.0,3.903333333333333,36.0,44.0,12,20,0,1,4,3,2,2,0,0,1
380000000.0,50.0,90000000.0,4.222222222222222,60.0,38.0,12,1,0,1,3,1,2,2,0,0,1
1098000000.0,50.0,255000000.0,4.305882352941176,60.0,49.0,12,18,2,1,4,3,2,1,0,0,1
225000000.0,24.0,50000000.0,4.5,60.0,39.0,12,1,2,1,3,2,2,5,0,0,1
39500000.0,29.59,5000000.0,7.9,4.0,67.0,14,17,2,1,1,5,3,2,0,0,2
294000000.0,45.0,130000000.0,2.261538461538461,60.0,44.0,12,17,2,1,3,3,2,0,0,0,1
384000000.0,33.0,192000000.0,2.0,24.0,31.0,12,19,4,1,4,2,2,1,0,0,1
380000000.0,10.0,190000000.0,2.0,36.0,36.0,0,20,2,2,5,4,2,2,0,0,1
305000000.0,41.0,150000000.0,2.033333333333333,60.0,37.0,12,18,4,1,4,1,2,1,0,0,1
889000000.0,49.0,135000000.0,6.5851851851851855,60.0,31.0,12,21,0,1,3,1,2,2,0,0,1
356000000.0,19.0,175000000.0,2.0342857142857143,48.0,39.0,12,1,9,1,4,3,2,2,0,0,1
202000000.0,25.0,50000000.0,4.04,36.0,43.0,12,1,6,1,3,3,2,3,0,0,1
691800000.0,29.1,170000000.0,4.069411764705882,60.0,48.0,14,12,9,1,1,1,5,2,3,0,1
204000000.0000001,39.0,109000000.0,1.8715596330275237,60.0,28.0,12,15,5,1,4,3,2,0,0,0,1
440000000.0,46.0,100000000.0,4.4,60.0,37.0,12,0,8,1,2,1,2,2,0,0,1
329000000.0,38.0,110000000.0,2.990909090909091,60.0,51.0,12,26,4,1,3,3,2,1,0,0,1
137780000.0,29.87,25873844.0,5.325068822398404,24.0,49.0,13,21,4,1,1,1,2,3,0,0,2
9013333.0,15.189999999999998,6000000.0,1.5022221666666664,12.0,25.0,6,1,2,2,1,1,3,5,3,0,2
24500000.00000012,57.35,15000000.0,1.6333333333333333,12.0,60.0,6,1,0,2,1,1,3,2,3,0,2
1308000000.0,52.43,300000000.0,4.36,60.0,55.0,6,1,4,2,2,1,2,2,3,0,1
46500000.0,29.74,13000000.0,3.576923076923077,36.0,55.0,6,1,4,2,1,1,5,2,3,0,2
65000000.0,18.13,13000000.0,5.0,36.0,46.0,6,1,0,2,1,1,5,1,3,0,2
58000000.0,47.79,12000000.000000017,4.833333333333333,36.0,38.0,14,1,2,1,1,1,5,2,0,0,2
180500000.0,29.770000000000003,50000000.0,3.61,36.0,30.0,4,1,3,2,1,1,2,5,0,0,2
24000000.0,21.26,15000000.0,1.5999999999999996,24.0,45.0,6,1,0,2,1,1,3,2,3,0,2
1379000000.0,46.03,800000000.0,1.72375,60.0,49.0,14,21,6,1,1,3,2,2,0,0,3
566050000.0,45.27,130000000.0,4.354230769230769,42.0,42.0,11,11,9,0,1,1,2,5,0,0,1
262000000.0,31.98,100000000.0,2.62,36.0,31.0,4,11,6,2,1,1,2,1,6,0,1
189999999.99999997,35.08,120000000.0,1.583333333333333,6.0,58.0,8,21,6,2,2,3,1,2,6,0,1
439000000.0,50.0,100000000.0,4.39,48.0,29.0,12,0,8,1,4,3,2,2,0,0,1
236000000.0,42.0,50000000.0,4.72,36.0,22.0,12,1,4,1,1,1,2,2,0,0,2
4630000000.0,43.0,125000000.0,37.04,36.0,47.0,0,0,8,2,4,2,2,2,2,0,3
545796000.0,40.99,100000000.0,5.45796,48.0,39.0,14,21,9,1,2,4,2,2,0,0,1
11000000.0,37.14,6000000.0,1.833333333333333,6.0,23.0,14,17,8,1,1,1,3,2,0,0,1
2588300000.0,62.43,1000000000.0,2.5883,60.0,49.0,14,0,8,1,4,3,2,2,6,0,3
37000000.0,29.59,5000000.0,7.4,4.0,67.0,14,17,2,1,1,5,3,2,0,0,2
330000000.0,51.68,140000000.0,2.357142857142857,30.0,52.0,14,21,8,1,2,3,4,3,0,0,1
1993000000.0,37.0,130000000.0,15.330769230769231,60.0,52.0,0,14,4,2,3,3,4,0,6,0,3
640000000.0,47.0,75000000.0,8.533333333333333,60.0,33.0,12,4,4,1,1,3,2,2,0,0,2
244000000.0,50.0,120000000.0,2.033333333333333,48.0,51.0,0,12,8,2,2,1,2,3,0,0,1
273000000.0,19.0,105000000.0,2.6,60.0,40.0,12,18,2,1,4,4,2,2,0,0,1
281000000.0,49.0,110000000.0,2.5545454545454547,60.0,35.0,12,0,4,1,2,2,4,2,0,0,1
479000000.0,49.0,200000000.0,2.395,60.0,47.0,12,1,8,1,4,2,2,2,0,0,1
346000000.0,43.0,120000000.0,2.8833333333333337,60.0,45.0,12,17,4,1,3,3,2,3,0,0,1
410000000.0,39.0,100000000.0,4.1,60.0,40.0,0,0,9,2,1,3,2,2,0,0,1
525000000.0,49.0,150000000.0,3.5,60.0,30.0,12,25,4,1,3,3,2,3,0,0,1
1841000000.0,77.08,210000000.0,8.766666666666667,48.0,62.0,14,26,8,1,5,3,2,2,6,0,1
427000000.0,50.0,140000000.0,3.05,60.0,34.0,0,4,2,1,4,2,2,3,0,0,1
896000000.0,50.0,240000000.0,3.733333333333333,48.0,26.0,12,1,6,1,4,3,2,2,0,0,1
1178000000.0,49.78,190000000.0,6.2,60.0,43.0,12,0,1,1,4,1,2,3,0,0,1
447000000.0,43.0,125000000.0,3.576,60.0,39.0,12,26,8,1,3,3,2,2,0,0,1
506000000.0,49.0,115000000.0,4.4,60.0,43.0,12,17,8,1,2,1,2,3,0,0,1
502000000.0,50.0,250000000.0,2.008,60.0,41.0,12,14,8,1,5,3,2,3,0,0,1
132000000.0,54.43,60000000.0,2.2,36.0,42.0,6,17,9,2,1,1,1,2,3,0,1
191484000.0,29.44,40000000.0,4.7871,36.0,45.0,4,17,0,2,1,1,2,1,0,0,2
185166000.0,33.41,30000000.0,6.1722,36.0,48.0,14,17,0,1,1,1,2,2,0,0,2
1828500000.0,63.45,330000000.0,5.540909090909091,84.0,29.0,14,17,8,1,3,3,1,2,3,0,1
321000000.0,39.2,120000000.0,2.675,60.0,40.0,12,25,2,1,3,3,2,3,0,0,1
203828116.8280466,48.30595954455388,47200762.46869801,4.332599262757354,29.281829924875215,34.80304987479202,13,1,2,1,1,1,2,2,3,0,2
9660098.4596516,7.657088054968201,6000000.0,1.6100164099419336,12.0,36.413502947017875,3,1,2,1,1,1,3,1,3,0,2
292954688.9575129,40.131704285391386,54951769.1011127,5.363916869038988,41.94212292133524,46.9517691011127,13,17,2,1,1,1,2,2,0,0,2
439962878.5912261,49.96561147888478,90343885.21115218,4.8706326072793935,60.0,26.169209717917425,13,1,2,1,1,1,2,2,0,0,2
19045087.356674057,27.800381948878247,11818640.804157577,1.618072809012579,24.0,41.00504884573321,3,1,0,1,1,1,3,2,3,0,2
436813740.09239334,38.59029732329552,48706100.09199992,8.987329721966624,36.0,25.91681965040032,3,21,2,1,1,1,2,2,0,0,2
28718471.445575304,47.98161861366654,11625222.84353982,3.579454826892037,9.300178274831856,62.362344009522126,6,1,2,1,1,1,3,2,0,0,2
458272089.86949646,49.31171107608941,96882889.2391059,4.734766634698578,60.0,48.40182341296003,13,21,2,1,1,1,2,2,0,0,2
80959863.95764437,58.00712575049277,35200680.211778104,2.351950117802939,36.0,30.198979682332837,3,1,0,1,1,1,2,2,3,0,2
110000000.0,34.46440205917673,59065794.41313441,1.9150750327300616,36.0,29.18684111737312,9,1,2,2,1,1,2,0,0,0,2
55660256.292062014,23.32945722857059,15000000.0,3.7106837528041337,36.0,45.58796237735738,13,1,2,1,1,1,5,2,0,0,2
105136869.17505948,50.88574263015329,64543769.41646838,1.6328617561999037,3.63872281694427,63.17878494964308,3,1,2,2,1,1,1,0,0,0,2
211875664.11680558,41.52646105697226,67420616.82908322,3.2546502620812916,36.0,25.55026564672223,13,4,1,1,1,1,2,5,3,1,2
228886860.26682737,38.18057035986817,50000000.0,4.577737205336547,47.273987298770265,45.57649259094932,3,17,1,2,1,1,2,4,1,0,2
106193709.57264619,50.18411818803735,64474136.75213824,1.6494376316019197,7.7327692307558,61.37068376069122,3,17,2,2,1,3,1,2,0,0,2
238000000.0,32.9059413222834,91031500.31783372,2.6311179911006555,21.587399872866513,50.793699936433256,13,1,2,1,1,1,2,2,0,0,2
54665851.35421738,32.536411796082405,15781257.649768833,3.550639172308899,35.062490820277404,55.74998776036987,13,1,0,1,1,1,3,2,3,0,2
238000000.0,25.22826203775532,23672612.469221216,10.78367292930141,36.0,27.566282559505666,13,17,0,2,1,1,5,5,3,0,2
23921606.855032343,26.82003380683115,15000000.0,1.594773790335489,16.824102825485127,44.19598286241914,6,1,0,2,1,1,3,2,3,0,2
96198268.31577905,30.737270940205246,24592954.39980517,3.954780202682308,24.0,46.45727253307354,3,1,2,1,1,1,2,2,3,0,2
80000000.0,62.69344338905972,40000000.0,2.0,36.0,28.855945953738757,3,1,0,2,1,1,2,2,3,0,2
166736313.7200555,47.81253815097202,94452908.41242072,1.8222297924047997,17.660318690684463,42.2754501865843,4,1,3,1,1,1,2,2,0,0,2
111179541.95374493,56.309940247182496,30000000.0,3.705984731791497,27.25618838128675,50.25618838128675,3,1,0,1,1,1,2,2,3,0,2
219287330.4168243,53.380029783129984,50000000.0,4.385746608336486,40.1102997803537,32.68504996339228,13,17,2,1,1,1,2,3,3,0,2
114316169.91036348,27.123669063136692,53567533.26693589,2.1400545342628976,16.508180139434625,39.140519960161534,3,1,2,2,1,1,1,1,6,0,2
257479983.1010343,51.30582378658045,19214017.64531071,14.927220612892821,27.37121411624857,43.12373803874952,3,17,1,1,1,1,5,5,3,0,2
451607063.8535885,36.3768410930885,41859558.75262627,11.190521127804004,29.48764700210102,35.11009816211446,3,21,2,1,1,1,2,2,0,0,2
106761552.81218453,56.38549552353806,16563696.89989905,6.465614595329851,25.691090699697153,34.43630310010095,3,1,0,1,1,1,2,2,3,0,2
39500000.0,29.59,5000000.0,7.9,4.0,67.0,14,17,2,1,1,1,3,2,0,0,2
21839716.11608849,66.94922595332446,14074550.643679772,1.5529329117346855,12.447303862078625,57.88174034480344,3,1,0,2,1,1,3,2,3,0,2
19849199.77090595,26.194199312314762,19973773.873201035,0.9930792165391623,24.157356760793792,41.15735676079379,3,1,2,2,1,1,3,2,3,0,2
179930611.92324165,38.88020922813371,52277552.30703343,3.463477468247516,30.53387446311978,33.188573229846796,3,1,0,2,1,1,2,2,3,0,2
178337816.65860808,45.526410981909066,44006421.59232914,4.062254836779322,16.76917635682014,46.185872496875895,4,0,0,2,1,1,2,2,6,0,2
179772229.29197672,45.3705577528208,40027610.58561801,4.491348638579729,36.0,54.94477882876397,3,17,0,2,1,1,2,2,0,0,2
45208229.99918384,29.712319214268224,11523691.427638672,4.374697516987563,30.094765710554693,57.21446285854199,14,17,2,1,1,1,3,2,0,0,2
142465757.33236584,33.96977259431618,37655366.159145154,3.960473884713033,40.96457625234281,41.93142656152383,13,1,2,1,1,1,2,5,0,0,2
84424100.50407715,45.1598432221215,61354964.15979506,1.373309930833387,27.251913983508153,50.45801433608197,3,1,0,2,1,1,1,2,0,1,2
62856345.689140685,20.726081565114516,12313811.040057834,5.12872904888515,33.25524416023135,48.058566879826486,6,1,2,2,1,1,5,2,3,0,2
238000000.0,40.873780847124486,98889330.22398864,2.411098753728318,18.44426791040454,49.222133955202274,13,0,2,1,1,1,2,2,0,0,2
151111082.16085002,36.57179573329704,50000000.0,3.022221643217,31.698411257468727,43.792328642721365,13,17,2,1,1,1,2,2,0,0,2
436861377.0187813,42.65468394710531,49420654.702374354,8.849637693987427,36.0,23.201512130977463,13,21,2,1,1,1,2,2,0,0,2
238000000.0,39.91780310756778,67737931.48248813,3.543596797677434,13.642758889492878,53.726206851751186,13,1,1,1,1,1,2,2,3,0,2
272740324.7809926,50.18148423821399,28184565.561035473,13.154200490278399,28.520422478069307,42.0,13,1,2,1,1,1,2,2,6,0,2
84122989.38966401,53.97480048058263,38345509.87573675,2.212341989662586,36.0,34.250532844990076,3,1,2,2,1,1,2,2,3,0,2
24000000.0,21.26,15000000.0,1.5999999999999996,23.61864989828386,44.93644164971398,6,1,0,1,1,1,3,2,3,0,2
80000000.0,59.05293304037378,40000000.0,2.0,36.0,35.40231820911808,3,1,2,2,1,1,2,2,3,0,2
149010669.1900005,39.07792121484031,44966752.941801034,3.3219264811428726,44.09780013567904,39.975549966080244,13,21,2,1,1,1,2,2,0,0,2
106530036.08661237,36.81843181275427,68648030.89169031,1.5507294786762489,36.0,32.94866407656259,3,1,0,2,1,1,1,2,3,1,2
7721405.172659075,10.366546552983252,4637557.471355213,1.6530137931252513,13.650689656262557,32.423505744764455,3,1,2,2,1,1,3,1,3,0,2
53808967.112270996,29.492406598316606,9436063.712881617,5.82640637805061,21.74425485152653,56.353447089084085,14,1,2,1,1,1,3,2,0,0,2
11049042.435441185,43.74661779766965,6583355.2245141445,1.806052904837128,12.0,36.61100895226729,3,1,0,1,1,1,3,2,3,0,2
17403310.218095127,51.10769316755969,14641217.262185097,1.1978928686769061,13.43513095125962,32.43513095125962,3,1,2,2,1,1,3,2,0,0,2
